001	 0
002	 0
003	 0
004	 0
005	 0
006	 0
007	 0
008	 0
009	 0
010	 0
011	 0
012	 0
013	 0
014	 0
015	 0
016	 0
017	 0
018	 0
019	 0
020	 0
021	 0
022	 0
023	 0
024	 0
025	 0
026	 0
027	 0
028	 0
029	 0
030	 0
031	 0
032	 0
033	 0
034	 0
035	 0
036	 0
037	 0
038	 0
039	 0
040	 0
041	 0
042	 0
043	 0
044	 0
045	 0.150637120008469
046	 0
047	 0
048	 0
049	 0
050	 0
051	 0
052	 0
053	 0
054	 0
055	 0
056	 0
057	 0
058	 0
059	 0
060	 0
061	 0
062	 0
063	 0
064	 0
065	 0
066	 0
067	 0
068	 0
069	 0
070	 0
071	 0
072	 0
073	 0
074	 0
075	 0
076	 0
077	 0
078	 0
079	 0
080	 0
081	 0
082	 0
083	 0
084	 0
085	 0
086	 0
087	 0
088	 0
089	 0
090	 0
091	 0
092	 0.175199553370476
093	 0.17306187748909
094	 0
095	 0
096	 0
097	 0
098	 0
099	 0
100	 0
101	 0
102	 0
103	 0
104	 0
105	 0
106	 0
107	 0.166498631238937
108	 0.15576097369194
109	 0.152619555592537
110	 0.144614353775978
111	 0
112	 0
113	 0.147135719656944
114	 0
115	 0
116	 0.170192778110504
117	 0.156345352530479
118	 0.158061265945435
119	 0
120	 0.174925044178963
121	 0.158507212996483
122	 0.175823360681534
123	 0
124	 0.165427818894386
125	 0
126	 0.165820866823196
127	 0.154141500592232
128	 0
129	 0
130	 0.185502678155899
131	 0.189248293638229
132	 0
133	 0
134	 0.129736751317978
135	 0.180064827203751
136	 0
137	 0.176032766699791
138	 0.192882180213928
139	 0.195770904421806
140	 0.196325272321701
141	 0.191873639822006
142	 0
143	 0
144	 0
145	 0
146	 0
147	 0
148	 0
149	 0.199050202965736
150	 0.178012520074844
151	 0
152	 0
153	 0
154	 0
155	 0
156	 0
157	 0
158	 0
159	 0
160	 0
161	 0
162	 0.154506102204323
163	 0
164	 0
165	 0
166	 0
167	 0
168	 0
169	 0
170	 0
171	 0
172	 0.1573576182127
173	 0.180214360356331
174	 0
175	 0.215741291642189
176	 0
177	 0
178	 0
179	 0.216877639293671
180	 0
181	 0
182	 0
183	 0.199556991457939
184	 0
185	 0
186	 0
187	 0.214649364352226
188	 0
189	 0
190	 0
191	 0
192	 0
193	 0
194	 0
195	 0
196	 0.182513892650604
197	 0.202665895223618
198	 0
199	 0
200	 0
201	 0
202	 0
203	 0
204	 0
205	 0
206	 0
207	 0
208	 0
209	 0
210	 0
211	 0.186535000801086
212	 0
213	 0
214	 0
215	 0
216	 0
217	 0.189110264182091
218	 0.198380157351494
219	 0
220	 0
221	 0
222	 0
223	 0
224	 0
225	 0
226	 0
227	 0
228	 0
229	 0
230	 0
231	 0
232	 0
233	 0
234	 0
235	 0
236	 0
237	 0
238	 0
239	 0
240	 0
241	 0.0992187038064003
242	 0.110745422542095
243	 0
244	 0
245	 0
246	 0
247	 0
248	 0
249	 0.112026505172253
250	 0
251	 0
252	 0
253	 0
254	 0
255	 0.101326338946819
256	 0
257	 0
258	 0
259	 0
260	 0.103365249931812
261	 0.102880150079727
262	 0.0966878458857536
263	 0
264	 0.106874026358128
265	 0
266	 0
267	 0
268	 0
269	 0
270	 0
271	 0
272	 0.136635139584541
273	 0.0890646874904633
274	 0.0868801549077034
275	 0
276	 0
277	 0
278	 0
279	 0.0892221853137016
280	 0
281	 0
282	 0
283	 0
284	 0
285	 0.0984790921211243
286	 0
287	 0
288	 0
289	 0
290	 0
291	 0
292	 0.0964880362153053
293	 0
294	 0
295	 0.107170775532722
296	 0
297	 0
298	 0
299	 0
300	 0.0909648612141609
301	 0.0816574022173882
302	 0
303	 0
304	 0.100796960294247
305	 0
306	 0
307	 0
308	 0
309	 0
310	 0
311	 0
312	 0
313	 0
314	 0
315	 0
316	 0
317	 0
318	 0
319	 0
320	 0
321	 0
322	 0
323	 0
324	 0
325	 0
326	 0
327	 0
328	 0
329	 0
330	 0
331	 0
332	 0
333	 0
334	 0
335	 0
336	 0
337	 0
338	 0
339	 0
340	 0
341	 0
342	 0
343	 0
344	 0
345	 0
346	 0
347	 0
348	 0
349	 0
350	 0
351	 0
352	 0
353	 0
354	 0
355	 0
356	 0
357	 0
358	 0
359	 0
360	 0
361	 0
362	 0
363	 0
364	 0
365	 0
